,지점명,일강수량(mm),평균풍속(m/s),최다풍향(16방위),년,월,일
0,서울,,4.6,290,2015,1,1
1,서울,,3.2,270,2015,1,2
2,서울,,1.9,230,2015,1,3
3,서울,0.0,2.0,50,2015,1,4
4,서울,0.4,2.4,70,2015,1,5
5,서울,3.0,4.3,290,2015,1,6
6,서울,,2.5,270,2015,1,7
7,서울,,2.2,270,2015,1,8
8,서울,,2.0,270,2015,1,9
9,서울,,2.3,270,2015,1,10
10,서울,,3.6,290,2015,1,11
11,서울,,1.8,270,2015,1,12
12,서울,,1.8,50,2015,1,13
13,서울,,1.5,20,2015,1,14
14,서울,,2.1,270,2015,1,15
15,서울,0.3,4.0,250,2015,1,16
16,서울,,3.8,270,2015,1,17
17,서울,4.0,2.3,50,2015,1,18
18,서울,0.1,3.2,270,2015,1,19
19,서울,,1.9,50,2015,1,20
20,서울,,2.0,70,2015,1,21
21,서울,,1.5,270,2015,1,22
22,서울,,2.6,50,2015,1,23
23,서울,,1.8,290,2015,1,24
24,서울,3.0,3.5,70,2015,1,25
25,서울,0.5,2.6,270,2015,1,26
26,서울,,3.7,290,2015,1,27
27,서울,,2.3,70,2015,1,28
28,서울,,2.3,70,2015,1,29
29,서울,,3.8,290,2015,1,30
30,서울,,2.6,270,2015,1,31
31,서울,,1.9,290,2015,2,1
32,서울,,1.5,20,2015,2,2
33,서울,,2.1,20,2015,2,3
34,서울,,2.0,270,2015,2,4
35,서울,,3.0,270,2015,2,5
36,서울,,2.2,290,2015,2,6
37,서울,,2.6,250,2015,2,7
38,서울,,5.3,290,2015,2,8
39,서울,0.2,3.1,270,2015,2,9
40,서울,,2.8,250,2015,2,10
41,서울,,2.5,270,2015,2,11
42,서울,,4.2,270,2015,2,12
43,서울,,3.1,270,2015,2,13
44,서울,,2.2,20,2015,2,14
45,서울,,2.9,70,2015,2,15
46,서울,10.5,3.5,70,2015,2,16
47,서울,0.5,3.5,290,2015,2,17
48,서울,0.0,2.5,270,2015,2,18
49,서울,,1.6,290,2015,2,19
50,서울,,2.0,50,2015,2,20
51,서울,8.0,3.4,70,2015,2,21
52,서울,2.5,4.1,270,2015,2,22
53,서울,,3.0,270,2015,2,23
54,서울,,2.3,270,2015,2,24
55,서울,0.5,2.9,50,2015,2,25
56,서울,0.5,4.9,270,2015,2,26
57,서울,,3.2,270,2015,2,27
58,서울,,2.0,70,2015,2,28
59,서울,0.0,3.7,270,2015,3,1
60,서울,,2.8,230,2015,3,2
61,서울,5.5,3.4,200,2015,3,3
62,서울,,5.3,270,2015,3,4
63,서울,,1.9,290,2015,3,5
64,서울,,2.3,270,2015,3,6
65,서울,,2.3,270,2015,3,7
66,서울,,1.8,50,2015,3,8
67,서울,,5.4,290,2015,3,9
68,서울,,5.9,290,2015,3,10
69,서울,,4.5,250,2015,3,11
70,서울,,4.0,250,2015,3,12
71,서울,0.1,3.0,270,2015,3,13
72,서울,,2.3,250,2015,3,14
73,서울,,2.2,270,2015,3,15
74,서울,,2.0,270,2015,3,16
75,서울,0.0,1.8,50,2015,3,17
76,서울,1.5,4.0,70,2015,3,18
77,서울,,2.5,70,2015,3,19
78,서울,,2.5,270,2015,3,20
79,서울,,2.7,250,2015,3,21
80,서울,,4.2,270,2015,3,22
81,서울,,4.2,290,2015,3,23
82,서울,,2.6,250,2015,3,24
83,서울,,2.5,270,2015,3,25
84,서울,,3.1,270,2015,3,26
85,서울,,2.6,270,2015,3,27
86,서울,,2.8,270,2015,3,28
87,서울,,2.5,270,2015,3,29
88,서울,,2.6,270,2015,3,30
89,서울,2.5,2.2,70,2015,3,31
90,서울,2.5,4.1,70,2015,4,1
91,서울,28.0,5.0,70,2015,4,2
92,서울,3.5,2.8,270,2015,4,3
93,서울,0.0,4.3,70,2015,4,4
94,서울,0.5,2.5,70,2015,4,5
95,서울,,2.7,290,2015,4,6
96,서울,0.0,2.6,50,2015,4,7
97,서울,,2.9,70,2015,4,8
98,서울,,2.3,50,2015,4,9
99,서울,,2.8,270,2015,4,10
100,서울,,2.5,270,2015,4,11
101,서울,,2.9,70,2015,4,12
102,서울,6.5,5.9,70,2015,4,13
103,서울,10.5,2.7,50,2015,4,14
104,서울,1.0,2.9,250,2015,4,15
105,서울,7.0,3.6,250,2015,4,16
106,서울,,3.7,230,2015,4,17
107,서울,0.0,1.9,70,2015,4,18
108,서울,12.0,3.7,70,2015,4,19
109,서울,5.5,3.2,50,2015,4,20
110,서울,,2.9,270,2015,4,21
111,서울,0.0,3.0,270,2015,4,22
112,서울,,3.5,230,2015,4,23
113,서울,,3.2,270,2015,4,24
114,서울,,2.7,270,2015,4,25
115,서울,,3.3,50,2015,4,26
116,서울,,2.8,250,2015,4,27
117,서울,0.0,2.1,70,2015,4,28
118,서울,3.5,2.9,70,2015,4,29
119,서울,,2.2,70,2015,4,30
120,서울,,2.5,270,2015,5,1
121,서울,0.5,2.1,250,2015,5,2
122,서울,3.5,2.1,50,2015,5,3
123,서울,,4.2,270,2015,5,4
124,서울,,3.4,250,2015,5,5
125,서울,,2.4,230,2015,5,6
126,서울,,2.6,50,2015,5,7
127,서울,,2.5,250,2015,5,8
128,서울,,3.0,270,2015,5,9
129,서울,,2.3,270,2015,5,10
130,서울,14.0,3.0,90,2015,5,11
131,서울,9.5,6.4,230,2015,5,12
132,서울,0.0,5.3,230,2015,5,13
133,서울,,3.3,230,2015,5,14
134,서울,,2.7,270,2015,5,15
135,서울,,3.0,250,2015,5,16
136,서울,,2.2,290,2015,5,17
137,서울,,3.2,50,2015,5,18
138,서울,1.0,3.6,230,2015,5,19
139,서울,,3.1,270,2015,5,20
140,서울,,3.7,230,2015,5,21
141,서울,,2.9,270,2015,5,22
142,서울,,2.5,250,2015,5,23
143,서울,,2.4,270,2015,5,24
144,서울,,2.7,250,2015,5,25
145,서울,,2.7,270,2015,5,26
146,서울,,2.0,270,2015,5,27
147,서울,,2.2,270,2015,5,28
148,서울,,2.5,270,2015,5,29
149,서울,0.4,2.9,270,2015,5,30
150,서울,,2.2,250,2015,5,31
151,서울,,2.6,270,2015,6,1
152,서울,,2.7,270,2015,6,2
153,서울,,3.8,290,2015,6,3
154,서울,,2.6,270,2015,6,4
155,서울,1.0,1.7,160,2015,6,5
156,서울,,2.3,50,2015,6,6
157,서울,,2.3,270,2015,6,7
158,서울,,2.3,270,2015,6,8
159,서울,,2.9,270,2015,6,9
160,서울,,2.2,290,2015,6,10
161,서울,7.5,2.8,160,2015,6,11
162,서울,0.5,3.8,230,2015,6,12
163,서울,0.5,3.2,230,2015,6,13
164,서울,15.5,2.7,290,2015,6,14
165,서울,,2.2,290,2015,6,15
166,서울,,2.4,250,2015,6,16
167,서울,9.5,2.6,50,2015,6,17
168,서울,3.0,2.7,70,2015,6,18
169,서울,,2.9,70,2015,6,19
170,서울,44.5,1.8,50,2015,6,20
171,서울,,2.0,250,2015,6,21
172,서울,,2.4,270,2015,6,22
173,서울,,2.3,270,2015,6,23
174,서울,,2.5,270,2015,6,24
175,서울,2.0,2.1,50,2015,6,25
176,서울,12.5,3.3,50,2015,6,26
177,서울,,2.2,50,2015,6,27
178,서울,,2.6,270,2015,6,28
179,서울,0.0,2.8,270,2015,6,29
180,서울,2.5,1.7,270,2015,6,30
181,서울,0.5,3.8,250,2015,7,1
182,서울,,4.0,230,2015,7,2
183,서울,,3.0,270,2015,7,3
184,서울,,2.2,50,2015,7,4
185,서울,,2.3,270,2015,7,5
186,서울,,2.2,270,2015,7,6
187,서울,,2.0,50,2015,7,7
188,서울,0.5,4.0,70,2015,7,8
189,서울,,2.9,70,2015,7,9
190,서울,,1.9,70,2015,7,10
191,서울,0.0,2.1,50,2015,7,11
192,서울,29.0,4.0,70,2015,7,12
193,서울,10.0,5.2,230,2015,7,13
194,서울,,3.5,230,2015,7,14
195,서울,,2.9,70,2015,7,15
196,서울,,5.0,70,2015,7,16
197,서울,,3.6,70,2015,7,17
198,서울,0.5,2.2,70,2015,7,18
199,서울,5.0,1.8,50,2015,7,19
200,서울,,2.4,70,2015,7,20
201,서울,11.0,1.6,270,2015,7,21
202,서울,1.0,1.8,270,2015,7,22
203,서울,16.0,2.1,230,2015,7,23
204,서울,26.5,2.0,230,2015,7,24
205,서울,80.0,3.2,230,2015,7,25
206,서울,40.5,2.6,230,2015,7,26
207,서울,1.5,2.3,290,2015,7,27
208,서울,0.0,2.7,250,2015,7,28
209,서울,4.0,2.6,200,2015,7,29
210,서울,,3.5,230,2015,7,30
211,서울,,2.7,200,2015,7,31
212,서울,,3.1,230,2015,8,1
213,서울,16.5,2.7,230,2015,8,2
214,서울,0.0,3.8,200,2015,8,3
215,서울,,4.5,230,2015,8,4
216,서울,0.1,3.7,230,2015,8,5
217,서울,,2.0,270,2015,8,6
218,서울,11.0,1.4,50,2015,8,7
219,서울,7.5,2.1,50,2015,8,8
220,서울,,2.1,20,2015,8,9
221,서울,,2.3,270,2015,8,10
222,서울,,2.1,270,2015,8,11
223,서울,,2.0,20,2015,8,12
224,서울,0.0,1.9,50,2015,8,13
225,서울,,2.4,290,2015,8,14
226,서울,0.1,1.9,50,2015,8,15
227,서울,29.0,2.0,50,2015,8,16
228,서울,,2.2,50,2015,8,17
229,서울,,2.5,70,2015,8,18
230,서울,0.0,1.8,50,2015,8,19
231,서울,0.4,1.7,50,2015,8,20
232,서울,2.5,2.0,270,2015,8,21
233,서울,0.0,2.5,230,2015,8,22
234,서울,,1.7,50,2015,8,23
235,서울,,3.8,70,2015,8,24
236,서울,5.5,3.2,50,2015,8,25
237,서울,0.0,2.9,320,2015,8,26
238,서울,0.0,3.1,250,2015,8,27
239,서울,0.3,1.7,50,2015,8,28
240,서울,,1.7,270,2015,8,29
241,서울,0.0,1.6,20,2015,8,30
242,서울,,1.9,70,2015,8,31
243,서울,,3.4,70,2015,9,1
244,서울,0.5,2.1,70,2015,9,2
245,서울,18.0,2.3,270,2015,9,3
246,서울,,2.2,270,2015,9,4
247,서울,5.0,2.1,70,2015,9,5
248,서울,,3.7,70,2015,9,6
249,서울,,2.4,70,2015,9,7
250,서울,,3.2,70,2015,9,8
251,서울,,2.9,50,2015,9,9
252,서울,,2.4,270,2015,9,10
253,서울,2.5,2.1,270,2015,9,11
254,서울,,1.9,270,2015,9,12
255,서울,,2.6,290,2015,9,13
256,서울,,1.6,50,2015,9,14
257,서울,,2.2,50,2015,9,15
258,서울,,2.5,70,2015,9,16
259,서울,,3.1,70,2015,9,17
260,서울,,2.4,70,2015,9,18
261,서울,,2.4,270,2015,9,19
262,서울,,2.0,290,2015,9,20
263,서울,,1.5,20,2015,9,21
264,서울,,1.8,70,2015,9,22
265,서울,,1.7,50,2015,9,23
266,서울,,1.9,20,2015,9,24
267,서울,,2.5,70,2015,9,25
268,서울,,1.8,270,2015,9,26
269,서울,,1.9,50,2015,9,27
270,서울,0.0,1.6,90,2015,9,28
271,서울,,2.3,70,2015,9,29
272,서울,,2.6,90,2015,9,30
273,서울,35.0,3.6,70,2015,10,1
274,서울,,3.7,230,2015,10,2
275,서울,,3.8,230,2015,10,3
276,서울,,1.8,50,2015,10,4
277,서울,,1.9,20,2015,10,5
278,서울,,1.9,20,2015,10,6
279,서울,,1.4,290,2015,10,7
280,서울,,2.3,270,2015,10,8
281,서울,,3.7,270,2015,10,9
282,서울,3.5,2.2,70,2015,10,10
283,서울,3.5,2.4,230,2015,10,11
284,서울,,2.7,290,2015,10,12
285,서울,,2.5,250,2015,10,13
286,서울,,1.6,290,2015,10,14
287,서울,,1.8,50,2015,10,15
288,서울,,1.8,270,2015,10,16
289,서울,,1.7,50,2015,10,17
290,서울,,1.3,270,2015,10,18
291,서울,,2.0,70,2015,10,19
292,서울,,1.6,270,2015,10,20
293,서울,,1.6,270,2015,10,21
294,서울,,2.2,70,2015,10,22
295,서울,,2.4,230,2015,10,23
296,서울,10.5,2.5,320,2015,10,24
297,서울,,2.1,70,2015,10,25
298,서울,2.0,2.4,70,2015,10,26
299,서울,26.5,3.2,290,2015,10,27
300,서울,,2.5,270,2015,10,28
301,서울,0.5,2.4,250,2015,10,29
302,서울,,2.6,290,2015,10,30
303,서울,,2.1,290,2015,10,31
304,서울,,1.6,50,2015,11,1
305,서울,,1.6,250,2015,11,2
306,서울,,1.4,290,2015,11,3
307,서울,,1.6,270,2015,11,4
308,서울,,1.7,20,2015,11,5
309,서울,4.5,4.7,70,2015,11,6
310,서울,24.5,6.0,70,2015,11,7
311,서울,10.5,5.2,70,2015,11,8
312,서울,3.5,2.1,290,2015,11,9
313,서울,,1.8,270,2015,11,10
314,서울,,1.6,70,2015,11,11
315,서울,,2.8,70,2015,11,12
316,서울,22.5,4.0,70,2015,11,13
317,서울,3.5,1.4,70,2015,11,14
318,서울,,1.8,270,2015,11,15
319,서울,5.5,2.8,70,2015,11,16
320,서울,,1.8,290,2015,11,17
321,서울,5.5,5.1,70,2015,11,18
322,서울,,2.6,70,2015,11,19
323,서울,,1.5,320,2015,11,20
324,서울,,1.8,290,2015,11,21
325,서울,3.5,2.4,70,2015,11,22
326,서울,6.5,3.3,70,2015,11,23
327,서울,0.5,3.1,70,2015,11,24
328,서울,11.0,2.7,70,2015,11,25
329,서울,0.0,3.7,290,2015,11,26
330,서울,,2.6,290,2015,11,27
331,서울,0.1,2.1,50,2015,11,28
332,서울,3.0,3.3,70,2015,11,29
333,서울,,2.0,290,2015,11,30
334,서울,,1.9,50,2015,12,1
335,서울,13.5,3.2,270,2015,12,2
336,서울,7.1,4.1,270,2015,12,3
337,서울,,2.8,270,2015,12,4
338,서울,,3.1,250,2015,12,5
339,서울,,1.2,290,2015,12,6
340,서울,,1.8,290,2015,12,7
341,서울,,1.3,290,2015,12,8
342,서울,,2.3,110,2015,12,9
343,서울,0.3,2.3,110,2015,12,10
344,서울,,3.4,70,2015,12,11
345,서울,,2.6,20,2015,12,12
346,서울,,1.4,20,2015,12,13
347,서울,2.5,2.2,20,2015,12,14
348,서울,0.1,2.8,270,2015,12,15
349,서울,,3.9,20,2015,12,16
350,서울,,2.7,50,2015,12,17
351,서울,0.0,2.2,110,2015,12,18
352,서울,,1.7,140,2015,12,19
353,서울,,1.5,90,2015,12,20
354,서울,2.0,2.5,110,2015,12,21
355,서울,,2.4,110,2015,12,22
356,서울,0.4,2.1,160,2015,12,23
357,서울,,2.3,270,2015,12,24
358,서울,0.0,2.0,270,2015,12,25
359,서울,0.7,2.4,70,2015,12,26
360,서울,,2.9,360,2015,12,27
361,서울,,2.3,70,2015,12,28
362,서울,,1.4,70,2015,12,29
363,서울,2.5,2.5,160,2015,12,30
364,서울,,1.5,50,2015,12,31
365,서울,,1.6,90,2016,1,1
366,서울,,2.0,320,2016,1,2
367,서울,,1.8,320,2016,1,3
368,서울,,3.1,320,2016,1,4
369,서울,,2.3,20,2016,1,5
370,서울,,1.8,320,2016,1,6
371,서울,,2.5,20,2016,1,7
372,서울,,2.0,290,2016,1,8
373,서울,,2.1,360,2016,1,9
374,서울,,2.6,50,2016,1,10
375,서울,,2.8,50,2016,1,11
376,서울,,2.5,50,2016,1,12
377,서울,0.4,2.0,50,2016,1,13
378,서울,0.0,1.7,230,2016,1,14
379,서울,,1.8,160,2016,1,15
380,서울,0.1,2.9,90,2016,1,16
381,서울,,2.4,90,2016,1,17
382,서울,0.2,4.8,340,2016,1,18
383,서울,,5.4,340,2016,1,19
384,서울,,1.8,50,2016,1,20
385,서울,,1.8,320,2016,1,21
386,서울,,2.6,320,2016,1,22
387,서울,0.0,4.0,340,2016,1,23
388,서울,,3.2,340,2016,1,24
389,서울,,1.9,320,2016,1,25
390,서울,0.3,2.3,90,2016,1,26
391,서울,,2.0,340,2016,1,27
392,서울,,1.6,110,2016,1,28
393,서울,,2.3,90,2016,1,29
394,서울,,2.0,320,2016,1,30
395,서울,,3.2,320,2016,1,31
396,서울,,3.0,320,2016,2,1
397,서울,,2.2,340,2016,2,2
398,서울,,1.9,70,2016,2,3
399,서울,,2.4,320,2016,2,4
400,서울,,2.5,320,2016,2,5
401,서울,,2.9,320,2016,2,6
402,서울,,2.0,320,2016,2,7
403,서울,,3.1,270,2016,2,8
404,서울,,3.0,320,2016,2,9
405,서울,,1.6,90,2016,2,10
406,서울,0.1,3.5,110,2016,2,11
407,서울,18.0,3.2,110,2016,2,12
408,서울,21.0,3.3,140,2016,2,13
409,서울,2.5,4.6,320,2016,2,14
410,서울,0.0,4.0,340,2016,2,15
411,서울,0.8,2.7,320,2016,2,16
412,서울,,2.3,320,2016,2,17
413,서울,,3.2,270,2016,2,18
414,서울,,1.7,290,2016,2,19
415,서울,,2.9,340,2016,2,20
416,서울,,2.9,320,2016,2,21
417,서울,0.0,1.9,270,2016,2,22
418,서울,0.9,3.2,340,2016,2,23
419,서울,,2.9,340,2016,2,24
420,서울,,2.7,320,2016,2,25
421,서울,0.0,2.2,290,2016,2,26
422,서울,0.2,2.0,320,2016,2,27
423,서울,4.1,2.1,90,2016,2,28
424,서울,0.0,4.0,320,2016,2,29
425,서울,,2.5,320,2016,3,1
426,서울,,2.9,270,2016,3,2
427,서울,,1.9,200,2016,3,3
428,서울,0.1,2.7,110,2016,3,4
429,서울,40.0,2.6,110,2016,3,5
430,서울,0.2,2.8,320,2016,3,6
431,서울,0.0,2.0,110,2016,3,7
432,서울,,3.1,340,2016,3,8
433,서울,,3.5,340,2016,3,9
434,서울,,3.2,340,2016,3,10
435,서울,,2.6,320,2016,3,11
436,서울,,2.5,270,2016,3,12
437,서울,0.1,1.6,20,2016,3,13
438,서울,,2.6,320,2016,3,14
439,서울,,2.2,320,2016,3,15
440,서울,,2.0,320,2016,3,16
441,서울,,1.4,70,2016,3,17
442,서울,,2.4,110,2016,3,18
443,서울,,2.5,320,2016,3,19
444,서울,,2.2,320,2016,3,20
445,서울,,2.2,320,2016,3,21
446,서울,,2.5,320,2016,3,22
447,서울,,2.9,340,2016,3,23
448,서울,,2.4,320,2016,3,24
449,서울,,2.2,320,2016,3,25
450,서울,,2.2,320,2016,3,26
451,서울,,2.6,320,2016,3,27
452,서울,,2.0,290,2016,3,28
453,서울,0.1,3.2,270,2016,3,29
454,서울,,2.2,320,2016,3,30
455,서울,,2.1,90,2016,3,31
456,서울,,2.0,320,2016,4,1
457,서울,,2.3,320,2016,4,2
458,서울,2.0,1.7,70,2016,4,3
459,서울,,2.2,320,2016,4,4
460,서울,,2.5,290,2016,4,5
461,서울,3.0,1.9,90,2016,4,6
462,서울,7.5,3.0,290,2016,4,7
463,서울,,2.5,320,2016,4,8
464,서울,,1.8,250,2016,4,9
465,서울,,2.1,290,2016,4,10
466,서울,,2.4,320,2016,4,11
467,서울,,2.3,320,2016,4,12
468,서울,1.0,1.7,320,2016,4,13
469,서울,,2.6,320,2016,4,14
470,서울,,2.6,320,2016,4,15
471,서울,23.5,2.9,110,2016,4,16
472,서울,20.5,4.7,270,2016,4,17
473,서울,1.5,3.1,290,2016,4,18
474,서울,,2.2,320,2016,4,19
475,서울,0.5,2.1,90,2016,4,20
476,서울,17.0,2.8,110,2016,4,21
477,서울,0.0,2.6,320,2016,4,22
478,서울,,2.1,320,2016,4,23
479,서울,,1.9,320,2016,4,24
480,서울,,1.7,70,2016,4,25
481,서울,,2.0,110,2016,4,26
482,서울,,3.6,110,2016,4,27
483,서울,,2.0,90,2016,4,28
484,서울,0.3,2.5,270,2016,4,29
485,서울,,2.8,270,2016,4,30
486,서울,,2.2,250,2016,5,1
487,서울,16.5,2.2,200,2016,5,2
488,서울,27.0,4.9,270,2016,5,3
489,서울,,5.1,290,2016,5,4
490,서울,7.5,1.7,320,2016,5,5
491,서울,9.5,2.0,320,2016,5,6
492,서울,,2.6,290,2016,5,7
493,서울,,2.1,90,2016,5,8
494,서울,0.0,2.0,340,2016,5,9
495,서울,13.5,2.3,20,2016,5,10
496,서울,,2.0,290,2016,5,11
497,서울,,2.7,230,2016,5,12
498,서울,0.5,2.1,270,2016,5,13
499,서울,,2.3,20,2016,5,14
500,서울,45.0,2.7,270,2016,5,15
501,서울,2.5,3.2,250,2016,5,16
502,서울,,1.9,290,2016,5,17
503,서울,,1.9,290,2016,5,18
504,서울,,1.6,290,2016,5,19
505,서울,,1.8,20,2016,5,20
506,서울,,2.0,70,2016,5,21
507,서울,,1.9,50,2016,5,22
508,서울,,2.1,50,2016,5,23
509,서울,38.5,2.6,250,2016,5,24
510,서울,,2.7,230,2016,5,25
511,서울,0.0,1.8,270,2016,5,26
512,서울,,1.7,270,2016,5,27
513,서울,,2.1,250,2016,5,28
514,서울,,2.3,270,2016,5,29
515,서울,,2.4,270,2016,5,30
516,서울,,2.5,270,2016,5,31
517,서울,,2.1,50,2016,6,1
518,서울,,2.4,50,2016,6,2
519,서울,,2.2,270,2016,6,3
520,서울,,1.6,270,2016,6,4
521,서울,,1.7,70,2016,6,5
522,서울,0.0,2.3,110,2016,6,6
523,서울,0.1,1.7,270,2016,6,7
524,서울,,2.3,270,2016,6,8
525,서울,,2.0,270,2016,6,9
526,서울,,2.2,270,2016,6,10
527,서울,3.0,1.7,250,2016,6,11
528,서울,1.5,2.1,250,2016,6,12
529,서울,,2.4,270,2016,6,13
530,서울,0.0,2.1,230,2016,6,14
531,서울,15.5,2.7,200,2016,6,15
532,서울,0.0,2.8,200,2016,6,16
533,서울,,2.5,230,2016,6,17
534,서울,,1.8,270,2016,6,18
535,서울,0.0,1.9,270,2016,6,19
536,서울,,1.7,250,2016,6,20
537,서울,,1.7,270,2016,6,21
538,서울,30.5,2.0,50,2016,6,22
539,서울,0.1,2.1,50,2016,6,23
540,서울,3.5,2.0,270,2016,6,24
541,서울,,2.8,270,2016,6,25
542,서울,,2.7,270,2016,6,26
543,서울,,1.6,270,2016,6,27
544,서울,,1.8,270,2016,6,28
545,서울,,2.2,200,2016,6,29
546,서울,0.2,2.8,200,2016,6,30
547,서울,108.5,2.3,200,2016,7,1
548,서울,4.0,2.4,270,2016,7,2
549,서울,,1.6,140,2016,7,3
550,서울,29.5,3.0,70,2016,7,4
551,서울,100.5,2.8,230,2016,7,5
552,서울,0.0,1.9,200,2016,7,6
553,서울,0.0,1.3,250,2016,7,7
554,서울,,1.8,290,2016,7,8
555,서울,,2.0,270,2016,7,9
556,서울,,1.8,270,2016,7,10
557,서울,0.0,1.7,50,2016,7,11
558,서울,3.0,2.1,270,2016,7,12
559,서울,0.0,2.1,270,2016,7,13
560,서울,0.1,2.1,200,2016,7,14
561,서울,1.5,2.6,70,2016,7,15
562,서울,46.5,3.5,50,2016,7,16
563,서울,2.5,2.6,200,2016,7,17
564,서울,0.2,1.5,290,2016,7,18
565,서울,,1.5,20,2016,7,19
566,서울,,1.9,50,2016,7,20
567,서울,,2.2,90,2016,7,21
568,서울,,2.2,90,2016,7,22
569,서울,0.5,1.9,250,2016,7,23
570,서울,0.5,2.0,270,2016,7,24
571,서울,,1.9,270,2016,7,25
572,서울,,2.6,230,2016,7,26
573,서울,0.5,3.2,200,2016,7,27
574,서울,0.2,2.8,230,2016,7,28
575,서울,59.5,1.6,50,2016,7,29
576,서울,0.5,2.1,200,2016,7,30
577,서울,0.2,1.6,270,2016,7,31
578,서울,,1.6,20,2016,8,1
579,서울,2.0,1.2,270,2016,8,2
580,서울,,1.6,50,2016,8,3
581,서울,,1.6,50,2016,8,4
582,서울,,1.8,50,2016,8,5
583,서울,,1.7,270,2016,8,6
584,서울,,1.9,270,2016,8,7
585,서울,,1.8,320,2016,8,8
586,서울,1.0,1.9,70,2016,8,9
587,서울,,1.9,270,2016,8,10
588,서울,,2.0,270,2016,8,11
589,서울,,2.0,270,2016,8,12
590,서울,,2.4,270,2016,8,13
591,서울,0.2,1.9,290,2016,8,14
592,서울,0.0,1.9,270,2016,8,15
593,서울,0.5,1.6,290,2016,8,16
594,서울,,1.9,290,2016,8,17
595,서울,,1.6,50,2016,8,18
596,서울,11.5,1.4,50,2016,8,19
597,서울,,1.7,70,2016,8,20
598,서울,0.0,2.1,50,2016,8,21
599,서울,0.4,2.1,50,2016,8,22
600,서울,8.0,2.1,50,2016,8,23
601,서울,0.0,1.8,290,2016,8,24
602,서울,4.5,1.9,270,2016,8,25
603,서울,20.0,3.6,70,2016,8,26
604,서울,0.0,3.1,70,2016,8,27
605,서울,1.5,2.6,20,2016,8,28
606,서울,,2.0,290,2016,8,29
607,서울,0.0,3.3,270,2016,8,30
608,서울,17.5,3.8,250,2016,8,31
609,서울,,3.1,200,2016,9,1
610,서울,4.5,2.7,70,2016,9,2
611,서울,0.5,1.8,50,2016,9,3
612,서울,,1.5,50,2016,9,4
613,서울,,1.7,270,2016,9,5
614,서울,,1.8,270,2016,9,6
615,서울,,1.8,270,2016,9,7
616,서울,4.5,1.3,270,2016,9,8
617,서울,,1.8,20,2016,9,9
618,서울,,1.6,20,2016,9,10
619,서울,,1.7,70,2016,9,11
620,서울,2.5,1.9,50,2016,9,12
621,서울,,1.8,70,2016,9,13
622,서울,,1.8,200,2016,9,14
623,서울,,1.3,270,2016,9,15
624,서울,,1.5,290,2016,9,16
625,서울,7.0,2.9,70,2016,9,17
626,서울,,3.1,70,2016,9,18
627,서울,,3.5,50,2016,9,19
628,서울,,3.1,50,2016,9,20
629,서울,,2.0,70,2016,9,21
630,서울,,1.8,70,2016,9,22
631,서울,,1.6,50,2016,9,23
632,서울,,1.6,20,2016,9,24
633,서울,,1.2,270,2016,9,25
634,서울,,1.8,50,2016,9,26
635,서울,13.5,1.3,50,2016,9,27
636,서울,0.5,1.3,270,2016,9,28
637,서울,,3.0,70,2016,9,29
638,서울,,1.6,50,2016,9,30
639,서울,,1.2,50,2016,10,1
640,서울,18.5,2.7,70,2016,10,2
641,서울,6.5,2.7,270,2016,10,3
642,서울,,2.4,70,2016,10,4
643,서울,,3.0,70,2016,10,5
644,서울,,2.6,290,2016,10,6
645,서울,2.0,2.6,70,2016,10,7
646,서울,6.0,2.9,270,2016,10,8
647,서울,,2.9,320,2016,10,9
648,서울,,1.6,50,2016,10,10
649,서울,,1.8,270,2016,10,11
650,서울,,2.0,290,2016,10,12
651,서울,,1.4,270,2016,10,13
652,서울,,1.3,20,2016,10,14
653,서울,,1.3,50,2016,10,15
654,서울,1.5,1.5,70,2016,10,16
655,서울,,1.4,270,2016,10,17
656,서울,,1.4,50,2016,10,18
657,서울,,1.5,20,2016,10,19
658,서울,,1.8,50,2016,10,20
659,서울,,3.0,70,2016,10,21
660,서울,,1.8,50,2016,10,22
661,서울,2.5,4.0,50,2016,10,23
662,서울,,2.4,50,2016,10,24
663,서울,37.0,2.2,70,2016,10,25
664,서울,0.0,1.4,270,2016,10,26
665,서울,,1.9,50,2016,10,27
666,서울,0.3,2.5,290,2016,10,28
667,서울,,3.0,320,2016,10,29
668,서울,,1.5,270,2016,10,30
669,서울,0.5,2.0,290,2016,10,31
670,서울,,2.7,290,2016,11,1
671,서울,0.1,1.4,250,2016,11,2
672,서울,0.2,1.6,250,2016,11,3
673,서울,0.0,2.7,180,2016,11,4
674,서울,0.0,2.2,200,2016,11,5
675,서울,,3.4,50,2016,11,6
676,서울,5.5,2.8,50,2016,11,7
677,서울,0.5,3.5,290,2016,11,8
678,서울,,1.9,270,2016,11,9
679,서울,0.4,2.0,50,2016,11,10
680,서울,4.0,2.2,250,2016,11,11
681,서울,,2.3,200,2016,11,12
682,서울,0.5,1.7,50,2016,11,13
683,서울,1.5,1.7,50,2016,11,14
684,서울,,2.8,290,2016,11,15
685,서울,,1.4,290,2016,11,16
686,서울,,1.2,20,2016,11,17
687,서울,0.0,1.9,50,2016,11,18
688,서울,0.0,2.2,270,2016,11,19
689,서울,,2.5,270,2016,11,20
690,서울,,2.2,70,2016,11,21
691,서울,0.2,3.9,270,2016,11,22
692,서울,,3.0,290,2016,11,23
693,서울,,2.1,270,2016,11,24
